drink_name,recipe,recipe_url,url_of_image
Homestyle Hot Cocoa,"['½ cup white sugar ', '⅓ cup unsweetened cocoa powder ', '⅛ teaspoon ground cinnamon ', '1 pinch salt ', '⅓ cup boiling water ', '3 cups milk ', '1 cup half-and-half, divided ', '¾ teaspoon vanilla extract ', '8  large marshmallows  (Optional)']",https://www.allrecipes.com/recipe/234015/homestyle-hot-cocoa/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1076988.jpg
Frozen Hot Chocolate,"['1 cup crushed ice ', '1 cup milk ', '1 (1 ounce) envelope instant hot chocolate mix ']",https://www.allrecipes.com/recipe/244319/frozen-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2490555.jpg
Mocha Coffee Mix,"['1\u2009¼ cups instant coffee granules ', '7 cups dry milk powder ', '5\u2009¾ cups powdered chocolate drink mix ', ""¼ cup confectioners' sugar "", '1\u2009¾ cups powdered non-dairy creamer ']",https://www.allrecipes.com/recipe/32516/mocha-coffee-mix/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F184778.jpg
Homemade White Hot Chocolate,"['6 ounces white chocolate chips ', '1 cup half-and-half ', '3 cups 1% milk ', '½ teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/276076/homemade-white-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9029056.jpg
Hot Chocolate,"['3 cups milk ', '⅓ cup semisweet chocolate, grated ', '1 tablespoon white sugar ', '½ teaspoon ground cinnamon ', '1  egg ']",https://www.allrecipes.com/recipe/20754/hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6427172.jpg
Hot Chocolate Mix I,"['1\u2009½ cups white sugar ', '1 cup powdered non-dairy creamer ', '1 cup dry milk powder ', '¾ cup unsweetened cocoa powder ']",https://www.allrecipes.com/recipe/23526/hot-chocolate-mix-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1091494.jpg
Simplest Hot Chocolate (with Maple Syrup and No Refined Sugar),"['1 cup whole milk ', '1 tablespoon maple syrup ', '1 tablespoon unsweetened cocoa powder ', '½ teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/260822/simplest-hot-chocolate-with-maple-syrup-and-no-refined-sugar/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1035018.jpg
'The Polar Express' Creamy Hot Chocolate,"['6 cups milk ', '2 cups milk chocolate chips ', '1 (14 ounce) can sweetened condensed milk ', '1\u2009½ cups heavy whipping cream ', '1 teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/260793/the-polar-express-creamy-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8742436.jpg
Spiced Hot Chocolate,"['6 cups skim milk ', '3 tablespoons unsweetened cocoa powder ', '3 tablespoons white sugar ', '1 teaspoon vanilla extract ', '1 teaspoon cinnamon ', '½ teaspoon chili powder ', '¼ teaspoon ground nutmeg ', '¼ teaspoon ground cloves ']",https://www.allrecipes.com/recipe/200374/spiced-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2789302.jpg
Easy Vegan Hot Chocolate,"['1 cup water ', '¼ cup white sugar ', '¼ cup unsweetened cocoa powder ', '3 cups soy milk ']",https://www.allrecipes.com/recipe/260765/easy-vegan-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4614612.jpg
Sugar-Free Hot Chocolate Mix,"['2 cups nonfat dry milk powder ', '½ cup low-fat powdered non-dairy creamer ', '½ cup unsweetened cocoa powder ', '1 tablespoon granular sweetener (such as Equal®) ', '¾ teaspoon ground cinnamon ']",https://www.allrecipes.com/recipe/277753/sugar-free-hot-chocolate-mix/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7604561.jpg
Coconut Hot Cocoa,"['1 cup vanilla-flavored coconut milk beverage (such as Silk®) ', '2 tablespoons cocoa powder ', '1 tablespoon white sugar ', '¼ teaspoon vanilla extract ', '¼ teaspoon ground cinnamon ']",https://www.allrecipes.com/recipe/238461/coconut-hot-cocoa/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1959063.jpg
Christmas Orange Hot Chocolate,"['1 cup milk ', '1 (1 ounce) envelope instant hot cocoa mix (such as Swiss Miss®) ', '¼ cup orange juice ', '⅛ teaspoon ground cinnamon ']",https://www.allrecipes.com/recipe/240614/christmas-orange-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1870185.jpg
Hawaiian Hot Chocolate,"['3 cups half-and-half ', '1 cup 2% milk  ', '½ cup white sugar ', '½ cup unsweetened cocoa powder ', '1 tablespoon vanilla extract ', '1 tablespoon coconut extract ', '½ teaspoon kosher salt ', '½ cup whipped cream, or more to taste ', '¼ cup toasted, shredded coconut ']",https://www.allrecipes.com/recipe/234989/hawaiian-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1084812.jpg
Authentic Mexican Hot Chocolate with Chile,"['1 cup whole milk ', '½  Mexican hot chocolate drink tablet (such as Nestle® Abuelita®) ', '1  dried red chile de arbol, lightly toasted ']",https://www.allrecipes.com/recipe/260835/authentic-mexican-hot-chocolate-with-chile/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4700982.jpg
Healthy Green Juice,"['2  green apples, halved ', '4 stalks celery, leaves removed ', '1  cucumber ', '6 leaves kale ', '½  lemon, peeled ', '1 (1 inch) piece fresh ginger ']",https://www.allrecipes.com/recipe/230642/healthy-green-juice/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F961958.jpg
Breakfast in Bangkok,"['2  carrots ', '1  Gala apple, peeled and quartered ', '¼ cup coconut milk ', '¼ teaspoon grated fresh ginger root ']",https://www.allrecipes.com/recipe/167011/breakfast-in-bangkok/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F573094.jpg
Agua de Jamaica (Hibiscus Water),"['6 cups water ', '2 cups dried hibiscus petals ', '1  cinnamon stick ', '1 pinch ground cloves ', '1 pinch ground nutmeg ', '1 pinch ground allspice ', '½ cup chopped piloncillo (Mexican brown sugar cones) ', '1\u2009½ cups white sugar ']",https://www.allrecipes.com/recipe/214366/agua-de-jamaica-hibiscus-water/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4572279.jpg
Breakfast Zinger Juice,"['2  lemons - peeled, seeded, and quartered ', '2  carrots, chopped ', '2  apples, quartered ', '2  beets, trimmed and chopped ']",https://www.allrecipes.com/recipe/228897/breakfast-zinger-juice/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1772265.jpg
Watermelon Agua Fresca,"['4 cups cubed seeded watermelon ', '½ cup water ', '½ cup white sugar, or to taste ', '4 slices  lime ', '24  fresh mint leaves ', '  ice ']",https://www.allrecipes.com/recipe/214367/watermelon-agua-fresca/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5525363.jpg
Homemade Apple Cider,"['10  apples, quartered ', '¾ cup white sugar ', '1 tablespoon ground cinnamon ', '1 tablespoon ground allspice ']",https://www.allrecipes.com/recipe/211772/homemade-apple-cider/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1113438.jpg
Orange Fizz,"['  ice cubes ', '1 cup orange juice ', '⅓ cup tonic water ', '1 teaspoon lemon juice ']",https://www.allrecipes.com/recipe/84186/orange-fizz/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7032977.jpg
Cucumber Cooler,"['2  cucumbers - peeled, seeded, and chopped ', '⅜ cup fresh lime juice ', '⅓ cup white sugar ', '⅔ cup water ']",https://www.allrecipes.com/recipe/146148/cucumber-cooler/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7032956.jpg
Watermelon Cooler Slushy,"['4 cups cubed seedless watermelon ', '10  ice cubes ', '⅓ cup fresh lime juice ', '¼ cup white sugar ', '⅛ teaspoon salt ']",https://www.allrecipes.com/recipe/141371/watermelon-cooler-slushy/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F247594.jpg
Brown Sugar and Honey Limeade,"['1\u2009¾ cups freshly squeezed lime juice and pulp ', '10 cups cool water ', '½ cup honey, warmed ', '½ cup brown sugar ', '2  limes, sliced ']",https://www.allrecipes.com/recipe/202691/brown-sugar-and-honey-limeade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6526483.jpg
Best Lemonade Ever,"['1\u2009¾ cups white sugar ', '8 cups water ', '1\u2009½ cups lemon juice ']",https://www.allrecipes.com/recipe/32385/best-lemonade-ever/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2503282.jpg
Old-Fashioned Lemonade,"['6  lemons ', '1 cup white sugar ', '6 cups cold water ']",https://www.allrecipes.com/recipe/20487/old-fashioned-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F678632.jpg
Vintage Lemonade,"['5  lemons ', '1\u2009¼ cups white sugar ', '1\u2009¼ quarts water ']",https://www.allrecipes.com/recipe/20486/vintage-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F445154.jpg
State Fair Lemonade,"['6  lemons ', '1\u2009¼ cups white sugar ', '5 cups cold water ']",https://www.allrecipes.com/recipe/281089/state-fair-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8427971.jpg
All Natural Strawberry Lemonade,"['8 large strawberries, halved ', '2 tablespoons white sugar ', '7 cups water, divided ', '1 cup white sugar ', '2 cups freshly squeezed lemon juice ']",https://www.allrecipes.com/recipe/233276/all-natural-strawberry-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4474254.jpg
Watermelon and Strawberry Lemonade,"['8 cups cubed seeded watermelon ', '1 cup fresh strawberries, halved ', '½ cup fresh lemon juice ', '1 cup white sugar ', '2 cups water ']",https://www.allrecipes.com/recipe/143452/watermelon-and-strawberry-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5500158.jpg
Brazilian Lemonade,"['2  limes ', '½ cup sugar ', '3 tablespoons sweetened condensed milk ', '3 cups water ', '  ice ']",https://www.allrecipes.com/recipe/54083/brazilian-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F14940.jpg
Radler,"['6 (12 ounce) cans pilsner-style beer, or to taste ', '2 quarts prepared lemonade, or to taste ']",https://www.allrecipes.com/recipe/245790/radler/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3172399.jpg
Refreshing Cucumber Lemonade,"['1 cup water ', '½ cup white sugar ', '1  cucumber, sliced ', '6  lemons, juiced ']",https://www.allrecipes.com/recipe/197751/refreshing-cucumber-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F240115.jpg
Agua Fresca de Pepino (Cucumber Limeade),"['5 cups water, or to taste ', '3  cucumbers, peeled and chopped ', '½ cup freshly squeezed lime juice ', '¼ cup granular sucralose sweetener (such as Splenda®), or to taste ']",https://www.allrecipes.com/recipe/246118/agua-fresca-de-pepino-cucumber-limeade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3392023.jpg
Old-Fashioned Pink Lemonade,"['2 cups white sugar ', '9 cups water ', '2 cups fresh lemon juice ', '1 cup cranberry juice, chilled ']",https://www.allrecipes.com/recipe/20560/old-fashioned-pink-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5478432.jpg
Watermelon Lemonade,"['½ cup white sugar ', '½ cup water ', '4 cups cubed watermelon ', '3 cups cold water ', '½ cup fresh lemon juice ', '6 cups ice cubes ']",https://www.allrecipes.com/recipe/214907/watermelon-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6732788.jpg
Virgin Sunset,"['  ice cubes ', '¼ cup orange juice ', '¼ cup pineapple juice ', '¼ cup cranberry juice ', '1 splash grenadine syrup ']",https://www.allrecipes.com/recipe/234067/virgin-sunset/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1040464.jpg
Easy Lemonade,"['¾ cup fresh lemon juice ', '2 quarts water ', '½ cup white sugar ']",https://www.allrecipes.com/recipe/20842/easy-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5215248.jpg
Copycat V8&reg; Juice,"['1\u2009½ pounds tomatoes, chopped ', '⅓ large onion, chopped ', '3 tablespoons chopped celery ', '½ teaspoon chopped celery ', '⅜  carrot, chopped ', '¼  beet ', '⅛  green bell pepper, seeded and chopped ', '⅓ clove garlic ', '2\u2009⅓ cups water, or as needed ', '1\u2009¼ teaspoons white sugar ', '1\u2009½ teaspoons lemon juice ', '¼ teaspoon horseradish ', '¼ teaspoon Worcestershire sauce, or to taste ', '⅛ teaspoon ground black pepper ', '1 tablespoon white sugar ', '1\u2009¼ teaspoons salt ', '1  (1 quart) sterilized canning jar with lid and ring ']",https://www.allrecipes.com/recipe/235433/copycat-v8-juice/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2431259.jpg
Orangeade,"['2 cups water ', '1\u2009½ cups white sugar ', '6 cups water ', '1\u2009½ cups freshly squeezed orange juice ', '⅓ cup freshly squeezed lemon juice ']",https://www.allrecipes.com/recipe/228353/orangeade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F874219.jpg
Lavender Lemonade,"['2 cups boiling water ', '1 cup lavender flowers ', '2 cups cold water ', '1 cup lemon juice ', '1 cup sugar ']",https://www.allrecipes.com/recipe/62824/lavender-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1163974.jpg
Tito's Berry Lemonade,"[""1\u2009½ ounces Tito's Handmade Vodka "", '4 ounces lemonade ', '  Fresh berries, sliced or whole ']",https://www.allrecipes.com/recipe/280030/titos-berry-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8064641.jpg
Carrot and Orange Juice,"['2 pounds organic carrots, trimmed and scrubbed ', '8  organic oranges, peeled ']",https://www.allrecipes.com/recipe/228901/carrot-and-orange-juice/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F968239.jpg
Never Bitter Lemonade,"['6 cups water ', '1 cup white sugar ', '⅛ teaspoon salt ', '½ cup fresh lemon juice ']",https://www.allrecipes.com/recipe/18954/never-bitter-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F848214.jpg
Watermelon and Cucumber Juice with a Spritz of Lime,"['½ (4 pound) watermelon, seeded and cubed ', '4  cucumbers, trimmed and cut into chunks ', '2  limes, juiced ']",https://www.allrecipes.com/recipe/215519/watermelon-and-cucumber-juice-with-a-spritz-of-lime/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7823064.jpg
Easy Raspberry Lemonade,"['1 (12 fluid ounce) can frozen raspberry lemonade concentrate ', '3 cups water ', '¾ teaspoon lime juice ', '1 (12 fluid ounce) can or bottle lemon-lime flavored carbonated beverage ', '1 cup crushed ice ', '1 cup fresh raspberries, garnish ', '18  Mint leaves, for garnish  (Optional)']",https://www.allrecipes.com/recipe/21604/easy-raspberry-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1237669.jpg
Easy Brazilian Lemonade,"['2  limes ', '3 cups water ', '½ cup white sugar ', '3 tablespoons sweetened condensed milk ', '1 cup ice cubes ']",https://www.allrecipes.com/recipe/222344/easy-brazilian-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F871699.jpg
Rhubarb Lemonade,"['8 cups chopped rhubarb ', '3 cups white sugar ', '3 tablespoons grated lemon peel ', '1\u2009½ cups lemon juice ']",https://www.allrecipes.com/recipe/214111/rhubarb-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1014986.jpg
Homemade Tomato Juice Cocktail,"['2 cups water ', '1 (6 ounce) can tomato paste ', '2 tablespoons lemon juice ', '2 tablespoons white sugar ', '1 teaspoon salt, or to taste ', '3 cups water, more if needed ']",https://www.allrecipes.com/recipe/231758/homemade-tomato-juice-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2278256.jpg
Strawberry Soda Syrup,"['2 pounds very ripe strawberries, hulled and cut into chunks ', '3 cups cold water ', '2 cups white sugar ']",https://www.allrecipes.com/recipe/234939/strawberry-soda-syrup/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1059519.jpg
Just-Right Pineapple Lemonade from Scratch,"['8 cups water, divided ', '¾ cup white sugar ', '1  fresh pineapple ', '1\u2009½ cups fresh squeezed lemon juice ']",https://www.allrecipes.com/recipe/280583/just-right-pineapple-lemonade-from-scratch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8214431.jpg
Watermelon Pink Lemonade,"['1 cup water ', '2 tablespoons lemon juice ', '4 teaspoons white sugar ', '1 small slice (0.5 oz) watermelon ']",https://www.allrecipes.com/recipe/258918/watermelon-pink-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4555766.jpg
Homemade Blackberry Lemonade,"['¾ cup white sugar ', '4\u2009½ cups water, divided ', '1 cup blackberries ', '2 tablespoons white sugar ', '1 cup freshly squeezed lemon juice ', '  ice cubes ']",https://www.allrecipes.com/recipe/280577/homemade-blackberry-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8217568.jpg
Basil Lemonade,"['12 cups cold water ', '1 (12 ounce) can frozen lemonade concentrate, thawed ', '⅓ cup white sugar ', '¼ cup fresh lime juice ', '½ cup firmly packed torn basil leaves ']",https://www.allrecipes.com/recipe/237597/basil-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1131841.jpg
