drink_name,recipe,recipe_url,url_of_image
Traditional Italian Limoncello,"['10  lemons ', '1 quart 95% alcohol (190 proof)  ', '6 cups water ', '4 cups white sugar ']",https://www.allrecipes.com/recipe/258763/traditional-italian-limoncello/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5858693.jpg
Amaretto Sweet and Sour,"['1\u2009½ fluid ounces amaretto liqueur ', '2 fluid ounces orange juice ', '2 fluid ounces sweet and sour mix ']",https://www.allrecipes.com/recipe/167332/amaretto-sweet-and-sour/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F787957.jpg
Creamy Limoncello,"['8  lemons, zested ', '3 cups vodka ', '2 quarts 2% reduced fat milk ', '2 cups white sugar ']",https://www.allrecipes.com/recipe/204996/creamy-limoncello/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F967916.jpg
Stoli Doli,"['1  fresh pineapple, cut into pieces ', '1 (750 milliliter) bottle good quality vodka ']",https://www.allrecipes.com/recipe/82507/stoli-doli/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F686936.jpg
Limoncello II,"['2 pounds lemons, zested ', '35 fluid ounces vodka ', '2 pounds white sugar ', '35 fluid ounces water ']",https://www.allrecipes.com/recipe/156405/limoncello-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F694449.jpg
Vodka Blueberry Liqueur,"['1 cup white sugar ', '2 cups vodka ', '3 cups fresh blueberries ']",https://www.allrecipes.com/recipe/20574/vodka-blueberry-liqueur/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5391071.jpg
Nutty Irishman,"['2 cups hot, strong coffee ', '2 fluid ounces Irish cream liqueur, divided ', '2 fluid ounces hazelnut liqueur (such as Frangelico®), divided ', '2 fluid ounces Irish whiskey, divided ', '¼ cup whipped cream ', '2 pinches ground nutmeg ']",https://www.allrecipes.com/recipe/220481/nutty-irishman/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F995396.jpg
Homemade Liquors,"['½ cup sugar ', '¼ cup water ', '½ cup vodka ', '2 teaspoons vanilla extract ']",https://www.allrecipes.com/recipe/18043/homemade-liquors/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F962156.jpg
Irish Cream Liqueur II,"['1 (750 milliliter) bottle Irish whiskey ', '8\u2009¾ ounces milk chocolate ', '2 (14 ounce) cans sweetened condensed milk ', '2 (12 fluid ounce) cans evaporated milk ', '2\u2009½ cups heavy cream ', '¼ teaspoon instant coffee granules ']",https://www.allrecipes.com/recipe/23034/irish-cream-liqueur-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4693847.jpg
Blueberry Liquor,"['1 (12 ounce) package frozen blueberries, thawed ', '½  lemon, zested ', '3  whole cloves ', '1\u2009½ cups vodka ', '¾ cup simple syrup ']",https://www.allrecipes.com/recipe/139803/blueberry-liquor/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2431476.jpg
Coal Region Boilo,"['4 cups water ', '4\u2009½ pounds clover honey ', '4  oranges, quartered ', '3  lemons, quartered ', '1 cup raisins ', '6  cinnamon sticks ', '1 teaspoon caraway seeds ', '½ teaspoon whole allspice berries ', '½ teaspoon whole cloves ', '½ gallon 190 proof grain alcohol ']",https://www.allrecipes.com/recipe/218664/coal-region-boilo/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F892379.jpg
Peppermint Schnapps Liqueur,"['⅓ cup white sugar ', '1 (16 ounce) jar light corn syrup ', '2 cups vodka ', '2 teaspoons peppermint extract ']",https://www.allrecipes.com/recipe/21233/peppermint-schnapps-liqueur/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F26345.jpg
Melon Liqueur,"['¼  honeydew melon - peeled, seeded, and cubed ', '1 cup vodka ', '¾ cup white sugar ', '4 drops green food coloring ', '3 drops yellow food coloring ']",https://www.allrecipes.com/recipe/215352/melon-liqueur/,/img/icons/generic-recipe.svg
Red Hot Liqueur,"['1 cup cinnamon red hot candies ', '2 cups vodka ']",https://www.allrecipes.com/recipe/236219/red-hot-liqueur/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1089972.jpg
Viryta (Lithuanian Honey Liqueur),"['1  lemon ', '1  orange ', '1 pound honey ', '3\u2009½ cups bottled water ', '3 cups white sugar ', '3 tablespoons caraway seeds ', '25  whole cloves ', '1 tablespoon vanilla extract ', '4 teaspoons ground cinnamon ', '2 teaspoons ground nutmeg ', '2 pints 190 proof grain alcohol ']",https://www.allrecipes.com/recipe/236298/viryta-lithuanian-honey-liqueur/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5611548.jpg
Allie's Espresso Kahlua&reg; Liqueur,"['2 cups dark brown sugar ', '2 cups hot brewed espresso ', '2 cups dark rum (such as Bacardi®) ', '1  vanilla bean ']",https://www.allrecipes.com/recipe/235821/allies-espresso-kahlua-liqueur/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4486096.jpg
Galliano,"['8  whole cloves ', '1 teaspoon chopped crystallized ginger ', '4 cups white sugar ', '12 drops peppermint extract ', '2 teaspoons vanilla extract ', '1 teaspoon anise extract ', '15 drops yellow food coloring ', '2 (750 milliliter) bottles vodka ']",https://www.allrecipes.com/recipe/159004/galliano/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F536643.jpg
Organic Chocolate Cream Liqueur,"[""3\u2009½ ounces dark chocolate (such as Green & Black's Organic 70% Dark Chocolate), broken into pieces "", '1 cup heavy cream ', '3  eggs ', '1 teaspoon vanilla extract ', '1 (14 ounce) can condensed milk ', '1\u2009¼ cups Scotch whiskey ', '1 (1.25 ounce) shot brewed espresso, cooled to room temperature ']",https://www.allrecipes.com/recipe/217079/organic-chocolate-cream-liqueur/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F616593.jpg
Shirley Temple,"['6 fluid ounces lemon-lime flavored carbonated beverage ', '1 dash grenadine syrup ', '1  maraschino cherry ']",https://www.allrecipes.com/recipe/14895/shirley-temple/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4477843.jpg
RaSpBeRrY FiZzLeR,"['1\u2009½ cups raspberry juice ', '3 scoops raspberry sherbet ', '½ cup carbonated water ']",https://www.allrecipes.com/recipe/23535/raspberry-fizzler/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F423416.jpg
Tart Apple-Ginger Shrub,"['1  Granny Smith apple, shredded ', '⅓ cup unfiltered apple cider vinegar ', '¼ cup white sugar ', '1 teaspoon grated fresh ginger  ']",https://www.allrecipes.com/recipe/245685/tart-apple-ginger-shrub/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3111862.jpg
Mock Champagne,"['2 (2 liter) bottles ginger ale, chilled ', '1 (46 fluid ounce) can pineapple juice, chilled ', '1 (64 fluid ounce) bottle white grape juice, chilled ']",https://www.allrecipes.com/recipe/32333/mock-champagne/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F14248.jpg
Italian Cream Soda,"['8 fluid ounces carbonated water ', '¾ fluid ounce passion fruit flavored syrup ', '¾ fluid ounce watermelon flavored syrup ', '1 fluid ounce half-and-half cream ']",https://www.allrecipes.com/recipe/18943/italian-cream-soda/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F765088.jpg
Tornado Twist,"['12 fluid ounces cranberry-raspberry juice ', '1 (12 fluid ounce) can or bottle lemon-lime flavored carbonated beverage ']",https://www.allrecipes.com/recipe/23540/tornado-twist/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F16644.jpg
Shrub,"['2 cups fresh blackberries -  rinsed, drained, and lightly crushed ', '2 cups white sugar ', '2 sprigs fresh thyme, or to taste  (Optional)', '2 sprigs fresh sage, or to taste  (Optional)', '1 cup white vinegar ']",https://www.allrecipes.com/recipe/260107/shrub/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4557151.jpg
Virgin Sunset,"['  ice cubes ', '¼ cup orange juice ', '¼ cup pineapple juice ', '¼ cup cranberry juice ', '1 splash grenadine syrup ']",https://www.allrecipes.com/recipe/234067/virgin-sunset/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1040464.jpg
The Arnold Palmer,"['5 fluid ounces prepared lemonade ', '5 fluid ounces prepared iced tea ', '1 cup ice ']",https://www.allrecipes.com/recipe/221303/the-arnold-palmer/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2292013.jpg
Alcohol-Free Mojitos,"['2 cups water ', '1\u2009½ cups white sugar ', '2 cups mint leaves, chopped ', '2 cups lime sherbet, softened ', '1 cup lime juice ', '1 cup water ', '8 cups club soda ', '  lime slices for garnish ']",https://www.allrecipes.com/recipe/215613/alcohol-free-mojitos/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F651558.jpg
Alcohol-Free Mint Julep,"['¼ cup water ', '¼ cup white sugar ', '1 tablespoon chopped fresh mint leaves ', '2 cups crushed ice ', '½ cup prepared lemonade ', '    Fresh mint sprigs, for garnish  ']",https://www.allrecipes.com/recipe/104657/alcohol-free-mint-julep/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2261880.jpg
Pink Champagne Mocktail,"['2 quarts ginger ale ', '1 (46 fluid ounce) bottle cranberry juice ', '1 (46 fluid ounce) can pineapple juice ', '1 (12 fluid ounce) can frozen orange juice concentrate ', '  ice cubes ']",https://www.allrecipes.com/recipe/255557/pink-champagne-mocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6833973.jpg
Frozen Virgin Strawberry Daiquiri,"['3\u2009½ ounces frozen strawberries ', '⅛ cup ice ', '½ fluid ounce sweet and sour mix ', '1 dash grenadine syrup ']",https://www.allrecipes.com/recipe/14893/frozen-virgin-strawberry-daiquiri/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6807303.jpg
Raspberry Lime Rickey,"['1  lime, quartered ', '8 fluid ounces carbonated water ', '1 (1.5 fluid ounce) jigger raspberry syrup ']",https://www.allrecipes.com/recipe/40092/raspberry-lime-rickey/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F14250.jpg
Orange Fizz,"['  ice cubes ', '1 cup orange juice ', '⅓ cup tonic water ', '1 teaspoon lemon juice ']",https://www.allrecipes.com/recipe/84186/orange-fizz/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7032977.jpg
Strawberry-Mint Soda,"['2 large limes, quartered ', '½ bunch mint leaves ', '7  strawberries, quartered ', '1 cup white sugar ', '3 cups carbonated water ']",https://www.allrecipes.com/recipe/172778/strawberry-mint-soda/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F133836.jpg
Virgin Pina Colada,"['1 cup ice ', '1\u2009¼ cups pineapple juice ', '½ cup milk ', '½ cup heavy cream ', '2 tablespoons white sugar ']",https://www.allrecipes.com/recipe/17565/virgin-pina-colada/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6750369.jpg
Shirley Temple II,"['½ cup orange juice ', '½ cup lemon-lime flavored carbonated beverage ', '1 tablespoon grenadine syrup ', '1  maraschino cherry ']",https://www.allrecipes.com/recipe/24489/shirley-temple-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8124231.jpg
Tiki Cooler,"['  ice cubes ', '1 (6 ounce) can pineapple juice ', '6 fluid ounces coconut milk ', '3  limes, juiced ', '2 tablespoons almond-flavored syrup (such as Torani®) ', '1 cup club soda, or as needed ', '4 pinches ground nutmeg ', '4  lime wheels ', '4 sprigs fresh mint ', '  cocktail umbrellas ']",https://www.allrecipes.com/recipe/246986/tiki-cooler/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3572830.jpg
Cucumber Punch,"['3 quarts water ', '3 quarts ice cubes ', '1 (.14 ounce) package sugar free instant lemonade powder ', '1 (12 fluid ounce) can white grape juice concentrate ', '1  lemon, sliced ', '½ medium cucumber, thinly sliced ']",https://www.allrecipes.com/recipe/85496/cucumber-punch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F107963.jpg
Virgin Cucumber Mojito,"['1 individual packet Mojito-flavored dry beverage mix (such as Crystal Light®) ', '8 cups cold water ', '1  cucumber, peeled and sliced ', '3 cups ice cubes ']",https://www.allrecipes.com/recipe/233568/virgin-cucumber-mojito/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1042946.jpg
Sparkling Hibiscus Cooler,"['10 cups water ', '1 cup dried hibiscus petals ', '1  cinnamon stick ', '1  whole clove ', '1  whole allspice berry ', '⅛ teaspoon freshly grated nutmeg ', '1\u2009½ cups raw sugar ', '  ice cubes ', '2\u2009½ (32 ounce) bottles sparkling water ', '2  limes, cut into wedges ']",https://www.allrecipes.com/recipe/275178/sparkling-hibiscus-cooler/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6930351.jpg
Non-Alcoholic Margarita Punch,"['1 (12 fluid ounce) can frozen lemonade concentrate ', '1 (12 fluid ounce) can frozen limeade concentrate ', ""1 cup confectioners' sugar "", '4  egg whites ', '6 cups crushed ice ', '1 liter carbonated water ', '1  lime, sliced ', '  coarse salt ']",https://www.allrecipes.com/recipe/20556/non-alcoholic-margarita-punch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F61029.jpg
Homemade Italian Cream Soda,"['10 ounces club soda ', '4 ounces heavy cream ', '4 fluid ounces raspberry syrup ', '2 cups ice cubes, or as needed ']",https://www.allrecipes.com/recipe/276059/homemade-italian-cream-soda/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7828877.jpg
Cool Watermelon Slushes,"['6  ice cubes ', '2 cups cubed seeded watermelon ', '1 teaspoon honey ']",https://www.allrecipes.com/recipe/87049/cool-watermelon-slushes/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F840531.jpg
Raspberry Citrus Mocktail,"['5 each fresh raspberries ', '6 tablespoons water, divided ', '1 teaspoon honey, or to taste ', '¾ teaspoon white sugar, or to taste ', '1 cup ice cubes ', '½ (12 fluid ounce) can grapefruit-flavored seltzer (such as Sanpellegrino®) ', '1  calamansi lime, halved ']",https://www.allrecipes.com/recipe/277924/raspberry-citrus-mocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7252469.jpg
Lime Cola,"['3 tablespoons frozen limeade concentrate, thawed ', '1 (12 fluid ounce) can cola-flavored carbonated beverage ', '1 slice lime ']",https://www.allrecipes.com/recipe/32357/lime-cola/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5218205.jpg
Shirley Temple from 7UP,"['8 ounces 7UP® ', ""1 ounce Rose's® Grenadine Syrup "", '1  red maraschino cherry ']",https://www.allrecipes.com/recipe/229195/shirley-temple-from-7up/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F984070.jpg
Chinese Firebolt,"['1 tablespoon cherry grenadine syrup ', '1 tablespoon lime juice ', '1 (12 fluid ounce) can or bottle cola soft drink (such as Coke®) ', '1  strip of lemon zest, for garnish ']",https://www.allrecipes.com/recipe/106177/chinese-firebolt/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F407439.jpg
Coconut Lime Martinette (Alcohol-Free),"['2 cups ice cubes, or as needed ', '2 cups pineapple juice ', '½ cup fresh lime juice ', '½ cup unsweetened coconut cream ', '1  lime, cut into 8 wedges ']",https://www.allrecipes.com/recipe/234155/coconut-lime-martinette-alcohol-free/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6797333.jpg
Cherry Fizz,"['½ cup frozen cherry juice concentrate, thawed ', '½ cup ginger ale ']",https://www.allrecipes.com/recipe/32619/cherry-fizz/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F14830.jpg
Citrus Pina Colada,"['1 (15 ounce) can cream of coconut (such as Coco Lopez®) ', '1 (8 ounce) can crushed pineapple, undrained ', '1  orange, zested and juiced ', '2  limes, zested and juiced ', '1 teaspoon vanilla extract ', '1 cup ice cubes, or as desired ']",https://www.allrecipes.com/recipe/256117/citrus-pina-colada/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6803792.jpg
Exotic Fruit Drink,"['1 cup orange juice ', '1 cup cranberry juice ', '½ cup lemon juice ', '1 (32 fluid ounce) bottle carbonated water ']",https://www.allrecipes.com/recipe/20699/exotic-fruit-drink/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970789.jpg
Orange Drink,"['1 (12 fluid ounce) can frozen orange juice concentrate ', '2 liters ginger ale soda ', '1  orange, sliced into rounds ', '1 (4 ounce) jar maraschino cherries ']",https://www.allrecipes.com/recipe/20769/orange-drink/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F706339.jpg
Monica's Baptist Sangria,"['1 (2 liter) bottle lemon-lime flavored carbonated beverage ', '3 tablespoons lemon iced tea mix ', '2  oranges, sliced into rounds ', '1  lemon, sliced into rounds ', '3 cups ice ']",https://www.allrecipes.com/recipe/75624/monicas-baptist-sangria/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970526.jpg
Cran-Dandy Cooler,"['2 cups cranberry juice ', '1 cup pineapple juice ', '1 cup orange juice ', '1 (4 ounce) jar maraschino cherries ', '2 tablespoons lemon juice ', '1 (12 fluid ounce) can or bottle ginger ale ', '1  orange, sliced in rounds ']",https://www.allrecipes.com/recipe/20431/cran-dandy-cooler/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8289308.jpg
Hot Spiced Christmas Wine,"['2  oranges ', '2 (750 milliliter) bottles red wine ', '1 (750 milliliter) bottle white wine ', '1 (3 inch) piece of fresh ginger, peeled and thinly sliced ', '3  cinnamon sticks ', '½ teaspoon ground cloves ', '⅓ cup brown sugar, or to taste ', '¼ cup brandy  (Optional)']",https://www.allrecipes.com/recipe/154602/hot-spiced-christmas-wine/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1123113.jpg
Glogg,"['2 (750 milliliter) bottles red wine ', '2 ounces dried orange zest ', '2 ounces cinnamon sticks ', '20  whole cardamom seeds ', '25  whole cloves ', '1 pound blanched almonds ', '1 pound raisins ', '1 pound sugar cubes ', '5 fluid ounces brandy ']",https://www.allrecipes.com/recipe/22934/glogg/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F759590.jpg
Mulled Wine (Vin Chaud),"['1 (750 milliliter) bottle red wine (such as Cabernet Sauvignon, Beaujolais, or Burgundy) ', '2 cups apple juice ', '3 tablespoons honey ', '3  cinnamon sticks ', '10 pods cardamom pods ', '8  whole cloves ', '½ teaspoon anise seed ']",https://www.allrecipes.com/recipe/235297/mulled-wine-vin-chaud/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2012002.jpg
Old-Fashioned Swedish Glogg,"['5 (750 milliliter) bottles port wine ', '1 (750 milliliter) bottle 100 proof bourbon whiskey ', '1 (750 milliliter) bottle white rum ', '3  whole cardamom pods, cracked ', '1 small cinnamon stick ', '4  whole cloves ', '1 (3 inch) strip of orange peel  ', '1  (8 inch) square of cheesecloth ', '¾ cup white sugar ', '1 (15 ounce) package dark raisins ', '1 (6 ounce) package blanched slivered almonds ']",https://www.allrecipes.com/recipe/180453/old-fashioned-swedish-glogg/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1600767.jpg
Gluehwein,"['¾ cup water ', '¾ cup white sugar ', '1  cinnamon stick ', '1  orange  ', '10  whole cloves ', '1 (750 milliliter) bottle red wine ']",https://www.allrecipes.com/recipe/20538/gluehwein/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F321428.jpg
Swedish Christmas Glogg,"['2 (750 milliliter) bottles fruity red wine, such as Beaujolais ', '1 (750 milliliter) bottle port wine ', '3 (3 inch) cinnamon sticks ', '14  whole cloves ', '1  orange, peel cut into thin strips ', '1 cup white sugar, or to taste ', '¾ cup rum, or to taste ', '¼ cup brandy, or to taste ', '1 cup raisins ', '1 cup slivered almonds ']",https://www.allrecipes.com/recipe/97449/swedish-christmas-glogg/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6055620.jpg
Cozy Mulled Wine,"['1 (750 milliliter) bottle red wine (such as Cabernet Sauvignon, Zinfandel, or Merlot) ', '1  orange, peeled and sliced ', '⅔ cup honey ', '¼ cup brandy ', '3  cinnamon sticks ', '8  whole cloves, or more to taste ', '1 teaspoon grated fresh ginger  ']",https://www.allrecipes.com/recipe/235319/cozy-mulled-wine/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1080005.jpg
Hot Mulled Wine,"['1\u2009½ cups boiling water ', '½ cup white sugar ', '¼  lemon ', '8  whole cloves ', '1 (3 inch) cinnamon stick ', '1 (750 milliliter) bottle claret wine ', '1 pinch ground nutmeg  (Optional)']",https://www.allrecipes.com/recipe/235298/hot-mulled-wine/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2886985.jpg
Christmas Bishop,"['20  whole cloves ', '1  lemon, washed and dried ', '1  orange, washed and dried ', '1 pinch ground mace  (Optional)', '1 pinch saffron  (Optional)', '1 (750 milliliter) bottle red wine ', '2 tablespoons white sugar ', '1  cinnamon stick ']",https://www.allrecipes.com/recipe/212764/christmas-bishop/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2833184.jpg
Margaret's Hot Mulled Wine,"['1\u2009½ cups boiling water ', '½ cup white sugar ', '¼  lemon ', '8  whole cloves ', '1 (3 inch) cinnamon stick ', '1 (1.5 liter) bottle red wine ']",https://www.allrecipes.com/recipe/235009/margarets-hot-mulled-wine/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2829870.jpg
Glogi,"['1\u2009½ cups water ', '1\u2009½ cups white sugar ', '4  whole cloves ', '1 (3 inch) cinnamon stick ', '½ cup raisins ', '1 (750 milliliter) bottle red wine ', '2  lemons, juiced ', '1  orange, juiced ', '¼ cup sliced almonds ']",https://www.allrecipes.com/recipe/68226/glogi/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F26783.jpg
Warm Spiced Wine,"['1 (750 milliliter) bottle merlot wine ', '3 tablespoons white sugar ', '4 (3 inch) orange peel strips ', '4 (3 inch) lemon peel strips ', '2  cinnamon sticks ', '2  whole cloves ', '1  whole nutmeg ']",https://www.allrecipes.com/recipe/229929/warm-spiced-wine/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2011901.jpg
Gluehwein,"['¾ cup water ', '¾ cup white sugar ', '1  cinnamon stick ', '1  orange  ', '10  whole cloves ', '1 (750 milliliter) bottle red wine ']",https://www.allrecipes.com/recipe/20538/gluehwein/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F321428.jpg
Swedish Christmas Glogg,"['2 (750 milliliter) bottles fruity red wine, such as Beaujolais ', '1 (750 milliliter) bottle port wine ', '3 (3 inch) cinnamon sticks ', '14  whole cloves ', '1  orange, peel cut into thin strips ', '1 cup white sugar, or to taste ', '¾ cup rum, or to taste ', '¼ cup brandy, or to taste ', '1 cup raisins ', '1 cup slivered almonds ']",https://www.allrecipes.com/recipe/97449/swedish-christmas-glogg/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6055620.jpg
Gluehwein (German Mulled Wine),"['1 gallon red wine ', '8 (3 inch) cinnamon sticks ', '12  whole cloves ', '¾ cup white sugar ', '½ cup fresh-squeezed lemon juice ', '1  orange, sliced into rounds ']",https://www.allrecipes.com/recipe/140472/gluehwein-german-mulled-wine/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7101121.jpg
